citekey,title,year,generation,entry_type,first_author,doi,completeness,in_degree,out_degree,is_ghost
hedenstiernajonson2015,She Came from Another Place': On the Burial of a Young Girl from Birka,2015,F1,incollection,Hedenstierna-Jonson Charlotte,,0.917,4,27,False
hedenstiernajonson2017,Götherström och J. Storå 2017 A female Viking warrior confirmed by genomics,2017,F1,article,Hedenstierna-Jonson Charlotte,10.1002/ajpa.23308/full>,1.0,12,59,False
heenpettersen2014,Insular artefacts from Viking-Age burials from mid-Norway: A review of contact between Trøndelag and Britain and Ireland,2014,F1,article,Heen-Pettersen Aina Margrethe,10.11141/ia.38.2,0.917,2,77,False
heenpettersen2019,The earliest wave of Viking activity? The Norwegian evidence revisited,2019,F1,article,Heen-Pettersen Aina Margrethe,10.1017/eaa.2019.19,1.0,1,63,False
heenpettersen2018,An insular reliquary from Melhus: The significance of insular ecclesiastical material in early Viking-Age Norway,2018,F1,article,Heen-Pettersen Aina Margrethe,10.1080/00766097.2018.1451522,1.0,2,105,False
helama2017,Dark Ages Cold Period: A literature review and directions for future research,2017,F1,article,Helama Samuli,10.1038/ngeo2926,1.0,2,70,False
helmbrecht2011,"Wirkmächtige Kommunikationsmedien -Menschenbilder der Vendel-und Wikingerzeit und ihre Kontexte. Acta Archaeologica Lundensia, Series Prima in Quarto 30",2011,F1,article,Helmbrecht Michaela,,0.583,12,0,False
hennius2018,Whalebone gaming pieces: Aspects of marine mammal exploitation in Vendel and Viking Age Scandinavia,2018,F1,article,Hennius Andreas,10.15184/aqy.2018.22,1.0,4,112,False
henriksen2017,Iron and Viking Age grapes from Denmark -Vine seeds found at the royal complexes by Lake Tissø,2017,F1,article,Henriksen Peter,10.1080/21662282.2017.1293397,1.0,2,45,False
hilberg2013,Hedeby's demise in the late Viking Age and the shift to Schleswig,2013,F1,incollection,Hilberg ;. V.,,0.833,2,96,False
hilberg2018,Detektoruntersuchungen in haithabu 2003-2015: aussagemöglichkeiten und erkenntnisgewinn für die entstehung eines wikingerzeitlichen handelszentrums,2018,F1,incollection,Hilberg Volker,,0.917,1,66,False
hilberg2014,"Viking Age Hedeby and its relations with Iceland and the North Atlantic: Communication, long-distance trade, and production",2014,F1,incollection,Hilberg/Kalmring ;. V.,10.1484/m.cursor-eb.1.102223,1.0,7,108,False
hillerdal2009,Pa mannens karlek vilar kvinnans varde. kvinnliga artefakter bland mannliga aktérer i det vikingatida ryssland,2009,F1,article,Hillerdal C.,,1.0,6,0,False
hillerdal2010,Early urbanism in Scandinavia,2010,F1,incollection,Hillerdal C.,,0.917,2,68,False
n2017,Frisians and Their North Sea Neighbours: From the Fifth Century to the Viking Age,2017,F1,book,Hines John,,0.889,2,0,False
hodges2012,Adriatic Sea trade in a European perspective,2012,F1,book,Hodges Richard,10.1484/m.scisam-eb.1.101093,0.889,9,0,False
holmquist2013,New Aspects on Viking-Age Urbanism c,2013,F1,incollection,Holmquist Lena,,0.75,1,0,False
holst2010,Inconsistancy and stability. Large and small farmsteads in the village of Nørre Snede (Central Jutland) in the first millenium AD. Siedlungs-und Küstenforschung im südlichen Nordseegebiet,2010,F1,article,Holst Mads Kähler,,0.833,8,37,False
holst2014,"The Late Viking-Age Royal Constructions at Jelling, Central Jutland, Denmark. Recent investigations and a suggestion for an interpretative revision",2014,F1,article,Holst Mads Kähler,,0.917,5,92,False
holst2013,"The Late Viking-Age Royal Constructions at Jelling, Central Jutland, Denmark : Recent Investigations and a Suggestion for an Interpretative Revision",2013,F1,article,Holst Mads Kähler,10.1515/pz-2012-0022,1.0,9,76,False
hrnjic2018,Missing links: Viking-Age silver rings and urban networks,2018,F1,incollection,Hrnjic M.,,0.917,1,6,False
ibsen2010,In search of the early medieval settlement of Wiskiauten/Mohovoe in the Kaliningrad region,2010,F1,article,Ibsen T.,,0.833,3,18,False
ijssennagger2013,Between Frankish and Viking: Frisia and Frisians in the Viking Age,2013,F1,article,Ijssennagger Nelleke L,10.1484/j.vms.1.103877,0.917,4,48,False
ijssennagger2015,A Viking find from the Isle of Texel (Netherlands) and its implications,2015,F1,article,Ijssennagger Nelleke L,10.1484/j.vms.5.109601,0.917,1,39,False
imer2014,The Danish runestones: When and where?,2014,F1,article,Imer Lisbeth M,10.1080/21662282.2015.1104905,1.0,2,40,False
ingvardson2012,Nørremølle: The largest Viking Age silver hoard of Bornholm (Denmark),2012,F1,article,Ingvardson G. T.,,0.833,2,54,False
iversen2013,"Big bang, lordship or inheritance? Changes in the settlement structure on the threshold of the Merovingian Period, South-Eastern Norway. I Hierarchies in rural settlements",2013,F1,article,Iversen Frode,10.1484/m.ruralia.1.101621,1.0,3,0,False
iversen2015,The Transformation of Neolithic Societies: An Eastern Danish Perspective on the 3rd Millennium BC,2015,F1,article,Iversen Frode,,0.833,3,0,False
jackson2019,Eastern Europe in Icelandic Sagas,2019,F1,book,Jackson Tatjana N.,10.1515/9781641890274,0.778,1,0,False
jagodzinski2014,Scandinavians and West-Balts: Contribution to the study on the issue of the influence of the Scandinavians on the development of settlement and economic-political structures in West-Balts during the Viking Age,2014,F1,article,Jagodziński Marek F,,0.833,1,43,False
jahnsen2016,Den sosiale konstruksjon av den norske viking,2016,F1,article,Jahnsen Scheen S,,0.833,1,74,False
jankowiak2018,Silver fragmentation,2018,F1,incollection,Jankowiak Marek,10.1093/oso/9780198827986.003.0002,0.917,1,0,False
janowski2015,"Groby komorowe w Europie Środkowo-Wschodniej: Problemy wybrane, Instytut Archeologii i Etnologii Polskiej Akademii Nauk",2015,F1,book,Janowski Andrzej,,0.667,1,0,False
jennbert2015,Animals and Humans: Recurrent Symbiosis in Archaeology and Old Norse Religion,2015,F1,book,Jennbert Kristina,,0.889,2,0,False
jensen2010,Gensidig afhaengighed: en arv fra fortiden. danmarks middelalderbyer -et vidnesbyrd om spredningen af vestlig civilisation,2010,F1,article,Jensen Elsøe,,0.583,6,0,False
jesch2015,The Threatening Wave: Norse Poetry and the Scottish Isles,2015,F1,book,Jesch Judith ;,,0.778,13,0,False
jessen2016,"Towering above -An interpretation of the Late Iron Age architecture at Toftum Naes, Denmark",2016,F1,article,Jessen Mads Dengsø,10.1080/21662282.2016.1248592,1.0,2,75,False
jessen2014,A palisade fit for a King: Ideal architecture in King Harald Bluetooth's Jelling,2014,F1,article,Jessen Mads Dengsø,10.1080/00293652.2014.921239,1.0,6,39,False
jones1997,Extension to the North Atlantic Oscillation using early instrumental pressure observations from Gibraltar and South-West Iceland,1997,F1,article,Jones Philip D.,10.1002/(sici)1097-0088(19971115)17:13<1433::aid-joc203>3.0.co;2-p,0.889,16,0,False
jorgensen2009,"I: Uta von Freeden, Herwig Friesinger & Egon Wamers (red.), Glaube, Kult und Herrschaft. Phänomene des Religiösen im 1. Jahrtausend n. Chr. in Mittel-und Nordeuropa. Akten des 59. Internationalen Sachsensymposions und der Grundprobleme der frühgeschichtlichen Entwicklung im Mitteldonauraum",2009,F1,article,Jørgensen Lise Bender,,1.0,17,0,False
jorgensen2010,"Assembly Sites for Cult, Markets, Jurisdiction and Social Relations Historic-Ethnological Analogy Between North Scandinavian Church Towns, Old Norse Assembly Sites and Pit House Sites of the Late Iron Age and Viking Period",2010,F1,article,Jørgensen Nørgård,,1.0,9,0,False
kalmring2010,"Of thieves, counterfeiters and homicides: Crime in Hedeby and Birka",2010,F1,article,Jesch Judith ;,,0.833,4,51,False
kalmring2012,The birka proto-town GIS. A source for comprehensive studies of Björkö. Fornvännen,2012,F1,article,Kalmring 2012 -. S.,,0.833,3,57,False
kalmring2018,The gleaming mane of the serpent': The Birka dragonhead from Black Earth Harbour,2018,F1,article,Kalmring Sven,10.15184/aqy.2018.50,1.0,1,52,False
kalmring2013,"New Aspects on Viking-age Urbanism, c. AD 750-1100",2013,F1,incollection,Kalmring Sven,,0.833,4,48,False
kalmring2017,"At Home with Herigar: A Magnate's Residence from the Vendel to Viking Period at Korshamn, Birka (Uppland/ S)",2017,F1,article,Kalmring Sven,,0.833,2,78,False
kastholmhansen2015,"Spydkvinnen og den myrdede. Romu, Årsskrift for Museumskoncernen ROMU",2015,F1,article,Kastholm Hansen O. T.,,0.667,1,0,False
keller2016,The northern frontier -North Atlantic farming during the Viking and Middle Ages,2016,F1,incollection,Keller Christian,,0.917,1,141,False
kelly2015,The longphort in Viking-Age Ireland: The archaeological evidence,2015,F1,incollection,Eamonn See,,0.917,4,40,False
kershaw2013,Viking identities: Scandinavian jewellery in England. Medieval history and archaeology,2013,F1,book,Kershaw Jane F.,,0.889,20,0,False
kershaw2016,"The ""People of the British Isles"" project and Viking settlement in England",2016,F1,article,Kershaw Jane F.,10.15184/aqy.2016.193,1.0,3,28,False
kershaw2019,"Silver, Butter, Cloth: Monetary and Social Economies in the Viking Age",2019,F1,book,Kershaw Jane F.,,0.778,1,0,False
kirpichnikov2018,Istoriko-kul'turnoye issledovaniye Staroy Ladogi,2018,F1,incollection,Kirpichnikov A. N.,,0.917,1,0,False
kleingartner2013,Die frühe Phase der Urbanisierung an der südlichen Ostseeküste. Studien zur Siedlungsgeschichte u,2013,F1,article,Kleingärtner Sunhild,,0.889,3,0,False
knudson2012,Migration and Viking Dublin: Paleomobility and paleodiet through isotopic analyses,2012,F1,article,Knudson Kelly J.,10.1016/j.jas.2011.09.014,1.0,4,156,False
kovalenko2013,Scandinavians in the east of europe: in search of glory or a new motherland,2013,F1,incollection,Kovalenko Volodymyr,,0.917,1,47,False
kristjansdottir2015,Becoming Christian: A matter of everyday resistance and negotiation,2015,F1,article,Kristjánsdóttir Steinunn,10.1080/00293652.2015.1015602,1.0,2,83,False
krzewinska2015,Mitochondrial DNA variation in the Viking Age population of Norway,2015,F1,article,Krzewińska Maja,10.1098/rstb.2013.0384,1.0,3,57,False
krzewinska2018,Genomic and Strontium Isotope Variation Reveal Immigration Patterns in a Viking Age Town,2018,F1,article,Krzewinska Maja,,0.833,2,117,False
larsson2007,Klädd krigare: skifte i skandinaviskt dräktskick kring år 1000 (Dressed Warrior: Shifts in Scandinavian Clothing Styles around the Year 1000,2007,F1,article,Larsson Lars,,0.833,16,56,False
lemm2014,"Excavations and surveys -Husby in Glanshammar, Huseby in Tjølling, Huseby in Värend and Husby in Anglia",2014,F1,article,Lemm T.,,0.833,2,44,False
leonard2011,Vikings in the Prehistoric Landscape,2011,F1,article,Leonard A.,,0.833,1,71,False
leslie2015,"The Wellcome Trust Case Control Consortium 2, The International Multiple Sclerosis Genetics Consortium",2015,F1,article,Leslie Stephen,10.1038/nature14230,1.0,4,32,False
lia2002,Vikingetidsgravenes Rituelle Kompleksitet In,2002,F1,incollection,Lia Ø.,,0.833,4,0,False
lindholm2016,The bear in the grave: exploitation of top predator and herbivore resources in first millennium sweden -first trends from a long-term research project,2016,F1,article,Lindholm Karl-Johan,10.1179/1461957115Y.0000000010,1.0,4,41,False
ljungkvist2006,"En Hiar atti RikR: Om Elit, Struktur och Ekonomi kring Uppsala och Mälaren under Yngre Järnålder",2006,F1,article,Ljungkvist John,,0.889,9,0,False
ljungkvist2018,Gamla Uppsala and Valsgärde: Deconstructing the Vendel-Viking transition,2018,F1,article,Ljungkvist John,,0.833,1,6,False
ljungkvist2015,Gamla Uppsala: The emergence of a centre and a magnate complex,2015,F1,article,Ljungkvist / Frölund ;. J.,,0.833,7,45,False
ljungkvist2011,Mistresses of the Cult -Evidence of Female Cult Leaders From an Archaeological Perspective,2011,F1,article,Ljungkvist John,,0.917,7,0,False
loe2014,"Given to the Ground"": A Viking Age Mass Grave on Ridgeway Hill",2014,F1,book,Loe Louise,,0.889,9,0,False
loftsgarden2019,The prime movers of iron production in the Norwegian Viking and Middle Ages,2019,F1,article,Loftsgarden Kjetil,,0.833,1,55,False
lucas2007,"Bloody slaughter: Ritual decapitation and display at the Viking settlement of Hofstaðir, Iceland",2007,F1,article,Lucas Gavin,10.1177/1461957108091480,1.0,4,68,False
lund2005,Thresholds and Passages: The Meanings of Bridges and Crossings in the Viking Age and Early Middle Ages. Viking and Medieval Scandinavia,2005,F1,article,Lund Julie,10.1484/j.vms.2.3017467,0.917,12,68,False
lund2006,Vikingetidens vaerktøjkister i landskab og mytologi. fornvännen,2006,F1,article,Lund Julie,,0.917,8,67,False
lund2008,"Åsted og vadested. deponeringer, genstandsbiografier og rumlig strukturering som kilde til vikingetidens kognitive landskaber",2008,F1,article,Lund Allan A ;,,0.917,8,100,False
lund2009,"Åsted og vadested: deponeringer, genstands biograier og rumlig strukturering som kilde til vikingetidens kognitive landskaber (diss.)",2009,F1,article,Lund Julie,,0.889,16,0,False
lund2010,At the water's edge,2010,F1,incollection,Lund Julie,,0.917,6,107,False
lund2013,"Irmelin 2002 Smeden og hans produkter i norsk vikingtid. I UKM -en mangfoldig forskningsinstitusjon, redigert av Ellen Høigård Hofseth, s",2013,F1,article,Lund Julie,10.1080/00438243.2012.759511.Martens,1.0,16,114,False
lund2015,Living places or animated objects? sámi sacrificial places with metal objects and their south scandinavian parallels,2015,F1,article,Lund Julie,10.1080/08003831.2015.1029846,1.0,3,109,False
lund2020,Rune stones as material relations in late pagan and early Christian South Scandinavia,2020,F1,article,Lund Julie,10.7146/dja.v9i0.110949,0.917,1,95,False
lund2016,Divergent ways of relating to the past in the Viking Age,2016,F1,article,Lund Julie,10.1080/14619571.2016.1193979,1.0,3,117,False
lund2019,Hunting identities: Intersectional perspectives on Viking Age mortuary expressions,2019,F1,article,Lund Julie,,0.833,2,74,False
macphail2013,Integrated Microstratigraphic Investigations of Coastal Archaeological Soils and Sediments in Norway: The Gokstad Ship Burial Mound and Its Environs Including the Viking Harbour Settlement of Heimdaljordet,2013,F1,article,Macphail Richard I.,10.1016/j.quaint.2013.05.051,0.917,5,53,False
macphail2016,"Avaldsnes: Scientific Analyses: Microstratigraphy (soil Micromorphology and Microchemistry, Soil Chemistry and Magnetic Susceptibility)",2016,F1,book,Macphail Richard I.,,0.889,1,16,False
madsen2010,Fribrødre Å: A Late 11th Century Ship-Handling Site on Falster,2010,F1,book,Madsen J. S.,,0.667,1,0,False
magi2011,Viking Age and Early Mediaeval Eastern Baltic Between the West and the East,2011,F1,incollection,Mägi Marika,,0.917,2,62,False
magi2015,Bound for the eastern Baltic: Trade and centres AD 800-1200,2015,F1,incollection,Mägi Marika,,0.833,1,58,False
magi2018,In Austrvegr: The Role of the Eastern Baltic in Viking Age Communication across the Baltic Sea,2018,F1,book,Mägi Marika,10.1163/9789004363816,0.889,1,0,False
magi2019,The Viking Eastern Baltic,2019,F1,book,Mägi Marika,10.2307/j.ctvmd841k,0.889,1,0,False
magnell2010,Veitstu hvé blóta skal: The Old Norse blót in the light of osteological remains from Frösö Church,2010,F1,article,Magnell Ola,,0.833,4,72,False
mainland2018,The Nature of the Feast: Commensality and the Politics of Consumption in Viking Age and Early Medieval Northern,2018,F1,article,Mainland Ingrid,10.1080/00438243.2019.1578260,1.0,1,83,False
majchczack2018,Early medieval trading sites on the North Frisian Island of Föhr: First results of fieldwork in Witsum and Goting,2018,F1,incollection,Majchczack B.,,0.917,1,27,False
mannering2013,Man or Woman? Perception of Gender Through Costume,2013,F1,article,Mannering Ulla,10.1080/21662282.2012.760893,1.0,1,48,False
mcleod2011,Warriors and women: The sex ratio of Norse migrants to eastern England up to 900 AD,2011,F1,article,Mcleod Shane,10.1111/j.1468-0254.2011.00323.x332-353,1.0,6,39,False
mehler2015,"Everyday Products in the Middle Ages: Crafts, Consumption and the Individual in Northern Europe, c. AD 800-1600",2015,F1,book,Mehler Natascha,,0.778,1,0,False
melheim2016,"Comparative Perspectives on past Colonisation, Maritime Interaction and Cultural Integration",2016,F1,book,Melheim A. L.,,0.889,2,0,False
merkel2016,"Silver and the silver economy at Hedeby (Raw materials, innovation, technology of ancient cultures 2 = Veröffentlichungen aus dem Deutschen Bergbau-Museum Bochum 216",2016,F1,article,Merkel S. W.,,0.889,3,0,False
mikhaylov2016,Elitarnyy pogrebalnyy obryad Drevney Rusi: Kamernyye pogrebeniya IX -Nachala XI veka v kontekste severoyevropeyskikh analogiy / Elite Funeral Rite of Ancient Russia: Chamber-graves of the Late 9th -Early 11th Centuries in the Context of North European Analogies,2016,F1,book,Mikhaylov K. A.,,0.778,1,0,False
