source,target
smith2018,ascough2006
smith2018,ascough2007
vesteinsson2012,ascough2007
smith2018,ascough2009
smith2018,ascough2014
smith2018,austin2006
smith2018,birgisson2013
smith2018,bronkramsey2017
pilo2020,bronkramsey2017
smith2018,buonasera2015
smith2018,coltrain2003
knudson2012,coltrain2003
smith2018,coulthard2010
smith2018,craig1957
pollard2012,craig1957
smith2018,darwent2016
smith2018,dumond1987
smith2018,dumond2002
smith2018,einarsson2011
frei2015,einarsson2011
smith2018,fitzhugh1993
smith2018,fitzhugh2004
smith2018,friesen2016
smith2018,gronnow2017
smith2018,hajdas2014
smith2018,harritt1995
smith2018,smith2012
smith2013,smith2012
price2018,smith2012
smith2018,smith2014
jackson2018,smith2014
williams2016,smith2014
smith2018,smith2015
milek2012,smith2015
smith2018,smith2016
smith2018,heron2010
nielsen2011,heron2010
smith2018,holtved1944
smith2018,isaksson2010
smith2018,issenmen1997
smith2018,jull1996
smith2018,ledger2016
smith2018,linnamae1975
smith2018,mangerud1972
smith2018,mangerud2006
smith2018,maryrousseliere1976
smith2018,maryrousseliere1979
smith2018,mason1990
smith2018,mathiassen1927
smith2018,maxwell1973
sutherland2015,maxwell1973
sutherland2009,maxwell1973
smith2018,maxwell1980
sutherland2009,maxwell1980
smith2018,maxwell1985
sutherland2009,maxwell1985
smith2018,mccullough1989
sutherland2015,mccullough1989
smith2018,mcghee2000
sutherland2015,mcghee2000
smith2018,mcghee2009
smith2018,mcghee1976
smith2018,morrison1983
lund2010,morrison1983
raffield2014,morrison1983
smith2018,morrison1989
leonard2011,morrison1989
mainland2018,morrison1989
richards2012,morrison1989
vonholstein2014,morrison1989
smith2018,nilsen2017
hennius2018,nilsen2017
smith2018,odess1996
smith2018,odess1998
sutherland2015,odess1998
sutherland2009,odess1998
smith2018,odess2004
sutherland2009,odess2004
smith2018,olsson1980
smith2018,ostergard2004
smith2013,ostergard2004
jackson2018,ostergard2004
mannering2013,ostergard2004
milek2012,ostergard2004
smith2018,ostergard1999
smith2018,owen2002
smith2018,park1994
smith2018,park2004
sutherland2009,park2004
smith2018,petterson2013
smith2018,possnert1997
smith2018,raghavan2014
hedenstiernajonson2017,raghavan2014
krzewinska2018,raghavan2014
jackson2018,raghavan2014
smith2018,reimer2001
smith2018,rogers1998
sutherland2009,rogers1998
smith2018,sabo1980
smith2018,sabo1978
peschel2017,sabo1978
sutherland2009,sabo1978
smith2018,sayle2014
smith2018,sayle2016
smith2018,schledermann1978
smith2018,schledermann1980
sutherland2015,schledermann1980
sutherland2009,schledermann1980
smith2018,seersholm2016
smith2018,sinding2015
smith2018,sinding2017
smith2018,stuiver1986
smith2018,sutherland2002
sutherland2009,sutherland2002
smith2018,tauber1979
smith2018,taylor1995
pedersenndb,taylor1995
smith2018,tremayne2016
glorstad2015,arrhenius2001
glorstad2015,magnus1997a
rundkvist2010,magnus1997a
svensson2009,magnus1997a
glorstad2015,bjgrgo1969
glorstad2015,gjessing1929
glorstad2015,gjessing1934
heenpettersen2019,gjessing1934
rundkvist2010,gjessing1934
glorstad2015,glgrstad2010
glorstad2015,lillios1999
odeback2018,lillios1999
wickholm2006,lillios1999
glorstad2015,magnus1999
hedeager2010,magnus1999
loftsgarden2019,magnus1999
rundkvist2010,magnus1999
glorstad2015,mannering2000
glorstad2015,munch1979
spangennd,munch1979
glorstad2015,nerman1975
ahfeldt2015,nerman1975
glorstad2015,nylen1994
gardela2018,nylen1994
odeback2018,nylen1994
rundkvist2010,nylen1994
zachrisson2018,nylen1994
glorstad2015,petersen1905
sindbaek2014,petersen1905
glorstad2015,petersen1907
heenpettersen2018,petersen1907
heenpettersen2014,petersen1907
glorstad2015,ratke2006
glorstad2015,sjevold1974
glorstad2015,watt2004a
hedeager2010,watt2004a
jorgensennd,watt2004a
larsson2007,watt2004a
mannering2013,watt2004a
pedersennd,watt2004a
sindbaek2011,watt2004a
glorstad2015,williams1966
glorstad2015,aberg1924
gardeland,kozak2008
gardeland,sveinsson1935
gardeland,palsson1989
milek2012,palsson1989
raffield2018,palsson1989
warmlander2015,palsson1989
gardeland,nordal1933
toplak2018,nordal1933
toplak2015,nordal1933
gardeland,scudder2000
raffield2018,scudder2000
raffield2015,scudder2000
raffield2019,scudder2000
gardeland,smiley2000
gardeland,fischer1921
gardeland,strom1942
gardeland,adalbjarnarson1941
oehrl2017,adalbjarnarson1941
raffield2018,adalbjarnarson1941
grupe2013,andrea2011
grupe2013,arnold1980
grupe2013,benstead2006
grupe2013,bjorck1995
price2019,bjorck1995
grupe2013,craig2006
grupe2013,delrio2005
grupe2013,fogel1989
grupe2013,fuller2004
grupe2013,grupe1986
grupe2013,habicht1985
grupe2013,harbeck2009
grupe2013,huhneosterloh1997
grupe2013,husterplogmann2006
grupe2013,imhof1977
grupe2013,james1972
grupe2013,jenkins2001
grupe2013,konnor1980
grupe2013,lemke2005
grupe2013,marold2001
hillerdal2010,marold2001
hilberg2014,marold2001
grupe2013,jahrgang2002
gardeland,gardela2021
gardeland,dillmannnd
gardela2018,jonsson1944
gardela2018,palsson1962
gardela2018,arwidsson1986
odeback2018,arwidsson1986
price2019,arwidsson1986
gardela2018,jorpeland2013
jessen2014,jorpeland2013
gardela2018,bersu1966
harris2017,bersu1966
harrison2015,bersu1966
price2014,bersu1966
price2010,bersu1966
pluskowskind,bersu1966
NOAUTHOR25,bersu1966
raffield2016,bersu1966
raffield2015,bersu1966
steinforth2015,bersu1966
gardela2018,dickinson1992
ljungkvist2015,dickinson1992
odeback2018,dickinson1992
pluskowskind,dickinson1992
NOAUTHOR33,dickinson1992
gardela2018,duczko1989
gustin2017,duczko1989
gardela2018,dundes1992
NOAUTHOR25,dundes1992
toplak2018,dundes1992
gardela2018,eniosova2009
gardela2018,fuglesang1989
pedersennd,fuglesang1989
rosengren2010,fuglesang1989
gardela2018,gardela2017
lund2019,gardela2017
gardela2018,grinsell1973
gardela2018,gustafson1906
hedeager2010,gustafson1906
gardela2018,hansson1938
gardela2018,henriksen2013
NOAUTHOR28,henriksen2013
gardela2018,hildebrandnda
gardela2018,hjardar2012
hilberg2013,hjardar2012
gardela2018,harke1990
harrison2015,harke1990
odeback2018,harke1990
raffield2019,harke1990
toplak2018,harke1990
toplak2015,harke1990
gardela2018,hardh1976
gullbekk2014,hardh1976
hardhnd,hardh1976
ingvardson2012,hardh1976
lund2008,hardh1976
pedersennda,hardh1976
NOAUTHOR24,hardh1976
spangennd,hardh1976
gardela2018,jagodzinski2010
gardela2018,kivikoski1946
gardela2018,lorangendb
gardela2018,makarov2017
gardela2018,mannering2017
gardela2018,meaney1981
pluskowskind,meaney1981
rosengren2010,meaney1981
NOAUTHOR33,meaney1981
gardela2018,melin2001
gardela2018,morck1900
moen2020,morck1900
gardela2018,novikova1998
gardela2018,olsson1986
gardela2018,pestell2012
gardela2018,petersen1917
gardela2018,robb2001
odeback2018,robb2001
gardela2018,rudzinski2009
gardela2018,ryghnd
gardela2018,samdal1905
gardela2018,schnittger1920
gardela2018,simonsson1969
graslundnd,simonsson1969
odeback2018,simonsson1969
gardela2018,stenberger1947
NOAUTHOR24,stenberger1947
spangennd,stenberger1947
gardela2018,stenberger1953
gardela2018,stenberger1956
holst2013,stenberger1956
gardela2018,thoren1994
gardela2018,thunmarknylen2006
gustafsson2016,thunmarknylen2006
hardhnd,thunmarknylen2006
kalmring2018,thunmarknylen2006
neiss2016,thunmarknylen2006
osullivan2015,thunmarknylen2006
price2010,thunmarknylen2006
toplak2015,thunmarknylen2006
gardela2018,wetzler2017
glorstad2015,stjerna1905
rundkvist2010,stjerna1905
griffiths2019,aanestad2015
griffiths2019,barrowman2011
griffiths2019,bond2016
griffiths2019,brundle2003
griffiths2019,carver2008
sindbaek2016,carver2008
ahfeldt2015,carver2008
griffiths2019,crawford1987
heenpettersen2019,crawford1987
heenpettersen2014,crawford1987
montgomery2014,crawford1987
griffiths2019,dockrill2010
mainland2018,dockrill2010
griffiths2019,forsyth2007
griffiths2019,gautier2016
griffiths2019,griffiths2010
raffield2016,griffiths2010
rogers2020,griffiths2010
griffiths2019,ritchie1977
leonard2011,ritchie1977
mainland2018,ritchie1977
griffiths2019,whitelock1979
kershaw2016,whitelock1979
steinforth2015,whitelock1979
skre2019,whitelock1979
griffiths2019,worsaaend
smith2018,hayeursmith2018
gustafsson2011,arbman1933
gustafsson2011,arbman1935
gustafsson2011,grahamcampbell1992
raffield2014,grahamcampbell1992
spangennd,grahamcampbell1992
gustafsson2011,kleinglrtner2007
gustafsson2011,nordin1990
gustafsson2011,paulsen1937
gustafsson2011,pedersen1996
graslundnd,pedersen1996
hilberg2013,pedersen1996
toplak2015,pedersen1996
gustafsson2011,sundkvist2001
pricend,sundkvist2001
gustafsson2011,sturluson1993
gustafsson2011,soderberg2007
gustafsson2011,tesch1990
hillerdal2010,tesch1990
gustafsson2011,tesch2007
krzewinska2018,tesch2007
kristjansdottir2015,tesch2007
gustafsson2011,stockholm2007
gullbekk2014,askeberg1942
gullbekk2014,hellberg1980
raninen2014,hellberg1980
gullbekk2014,blackburn2057
gullbekk2014,pedersen2013
pedersennda,pedersen2013
pedersen2017,pedersen2013
axelsen2014,pedersen2013
gullbekk2014,metcalf2003
gullbekk2014,metcalf2019
heenpettersen2019,hakon2008
heenpettersen2019,ohs1985
heenpettersen2019,baastrup2013
hilberg2018,baastrup2013
rasmussen2014,baastrup2013
voncarnapbornheim2014,baastrup2013
heenpettersen2019,church2013
heenpettersen2019,dugmore2010
jackson2018,dugmore2010
heenpettersen2019,golledge2003
heenpettersen2019,gronnesby2015
heenpettersen2019,klaesoe1997
lund2008,klaesoe1997
heenpettersen2019,myhre2000
raffield2016,myhre2000
heenpettersen2019,owen2004
heenpettersen2019,purcell2015
hadley2016,purcell2015
heenpettersen2019,rockman2003
jackson2018,rockman2003
vesteinssonnd,rockman2003
vesteinsson2012,rockman2003
heenpettersen2019,shetelig1927
heenpettersen2019,solli1996
heenpettersen2018,solli1996
jahnsen2016,solli1996
pilo2018,solli1996
solli2018,solli1996
solli2011,solli1996
heenpettersen2019,stenvik2001
heenpettersen2018,stenvik2001
heenpettersen2014,stenvik2001
storli2010c,stenvik2001
heenpettersen2019,vandenoort2011
heenpettersen2019,weber1994
vonholstein2014,weber1994
heenpettersen2019,weber1996
heenpettersen2014,weber1996
heenpettersen2019,westerdahl2015
gustin2017,aiken1986
warmlander2015,aiken1986
gustin2017,ambrosiani2000
gustin2017,carpelan1992
gustin2017,cassel2008
gustin2017,cleve1930
gustin2017,cleve1943
roslund2017,cleve1943
gustin2017,cleve1978
hilberg2014,cleve1978
wickholm2006,cleve1978
gustin2017,ross2001
gustin2017,edgren1992
gustin2017,edgren2001
gustin2017,edgren2008
raninen2014,edgren2008
gustin2017,emberling1997
roslund2017,emberling1997
gustin2017,engman1991
gustin2017,entwistle2000
gustin2017,fahlander2007
gustin2017,feldt2002
gustin2017,gardell2001
gustin2017,ginters1981
gustin2017,ginters1984
gustin2017,gosden2001
kristjansdottir2015,gosden2001
gustin2017,gustin2010
price2018,gustin2010
gustin2017,gustin2015
price2018,gustin2015
gustin2017,hagerman2006
gustin2017,hall1990
henriksen2017,hall1990
gustin2017,hall2010
gustin2017,hardh1984
kershaw2009,hardh1984
price2018,hardh1984
gustin2017,holmquistolausson1993
hillerdal2010,holmquistolausson1993
kalmring2017,holmquistolausson1993
kalmring2012,holmquistolausson1993
price2018,holmquistolausson1993
odeback2018,holmquistolausson1993
gustin2017,fuglesang1992
lund2006,fuglesang1992
gustin2017,hulthen1984
gustin2017,hvoshchinskaja2004
gustin2017,jaanusson1981
gustin2017,jaanusson1993
gustin2017,jansson1988
jagodzinski2014,jansson1988
hilberg2014,jansson1988
price2014,jansson1988
NOAUTHOR32,jansson1988
warmlander2015,jansson1988
gustin2017,jansson1990
gustin2017,jansson1994
gustin2017,jansson2000
magi2011,jansson2000
gustin2017,kaks1969
roslund2017,kaks1969
gustin2017,kapchan1999
gustin2017,kivikoski1937
roslund2017,kivikoski1937
gustin2017,kivikoski1938
gustin2017,kivikoski1951
gustin2017,kivikoski1964
raninen2014,kivikoski1964
spangennd,kivikoski1964
roslund2017,kivikoski1964
gustin2017,kivikoski1969
gustin2017,kivikoski1973
price2020,kivikoski1973
price2016,kivikoski1973
NOAUTHOR24,kivikoski1973
rundkvist2010,kivikoski1973
spangennd,kivikoski1973
gustin2017,krylasova2008
gustin2017,valdemars1995
gustin2017,kuzminych1996
gustin2017,kyhlberg1973
roslund2015,kyhlberg1973
gustin2017,laulumaa2002
gustin2017,lehtosalohilander1982
raninen2014,lehtosalohilander1982
roslund2017,lehtosalohilander1982
wickholm2006,lehtosalohilander1982
gustin2017,lehtosalohilander1983
gustin2017,lehtosalohilander1990
raninen2014,lehtosalohilander1990
gustin2017,lehtosalohilander1992
lund2015,lehtosalohilander1992
gustin2017,lehtosalohilander2000
raninen2014,lehtosalohilander2000
gustin2017,ligi1993
roslund2017,ligi1993
gustin2017,lindstrom2003
gustin2017,malarstedt1986
gustin2017,markus1939
gustin2017,meinander1957
gustin2017,meinander1985
gustin2017,pokrovskaja2001
roslund2017,pokrovskaja2001
gustin2017,selling1945
gustin2017,selling1955
NOAUTHOR24,selling1955
roslund2017,selling1955
roslund2013,selling1955
gustin2017,sorensen1971
gustin2017,svanbergskane1999
goodchild2017,svanbergskane1999
hardhnd,svanbergskane1999
lund2016,svanbergskane1999
wrcnd,svanbergskane1999
NOAUTHOR28,svanbergskane1999
gustin2017,taavitsainen1990
raninen2014,taavitsainen1990
roslund2017,taavitsainen1990
gustin2017,tarkiainen2008
gustin2017,thalin1984
gustin2017,uino1997
raninen2014,uino1997
roslund2017,uino1997
gustin2017,uino2006
roslund2017,uino2006
gustin2017,wallerstrom2004
gustin2017,wells1998
gustin2017,wells1999
roslund2017,wells1999
gustin2017,wiessner1989
roslund2005,wiessner1989
gustin2017,young1995
kershaw2009,young1995
perry2016,young1995
gardela2018,wilson2009
helama2017,wilson2009
gardela2018,worrell2003
griffiths2019,downham2017c
heenpettersen2019,downham2017c
griffiths2019,ofloinn2014
heenpettersen2018,ofloinn2014
montgomery2014,ofloinn2014
gustafsson2011,baudou1963
lund2021,gustafssonnd
gustafssonnd,andersson2006
linderholm2008,andersson2006
lucas2007,andersson2006
zachrissonnd,andersson2006
gustafssonnd,bjerstaf2002
gustafssonnd,brorsson1998
gustafssonnd,carlsson1976
gustafssonnd,carlsson2008
peschel2017,carlsson2008
gustafssonnd,clarke1993
hillerdal2010,clarke1993
gustafssonnd,dahlstrom2000
gustafssonnd,fallgren1994
milek2012,fallgren1994
gustafssonnd,gotfredsen2011
gustafssonnd,kidd1980
gustafssonnd,grandin2000
gustafssonnd,gustafsson2009
gustafssonnd,gustafsson2007
gustafssonnd,hawthorne1979
pedersenndb,hawthorne1979
rogers2020,hawthorne1979
gustafssonnd,hellqvist2011
gustafssonnd,hjartnerholdar1999
gustafssonnd,hoven1991
gustafssonnd,huttu1996
gustafssonnd,jakobsson1996
pedersennda,jakobsson1996
gustafssonnd,jouttijarvi2005
pedersennda,jouttijarvi2005
pedersenndb,jouttijarvi2005
NOAUTHOR31,jouttijarvi2005
NOAUTHOR32,jouttijarvi2005
gustafssonnd,kirpichnikov2004
sindbaek2014,kirpichnikov2004
rundkvist2010,kirpichnikov2004
gustafssonnd,lindeblad1996
pedersenndb,lindeblad1996
gustafssonnd,peets2003
gustafssonnd,pettersson2005
gustafsson2016,pettersson2005
gustafssonnd,schmidt1977
jessen2014,schmidt1977
holst2013,schmidt1977
gustafssonnd,schvindtnd
gustafssonnd,soderberg2011
gustafssonnd,soderberg2002
ljungkvist2015,soderberg2002
oye2016,soderberg2002
gustafssonnd,thomsen2005
NOAUTHOR31,thomsen2005
NOAUTHOR36,thomsen2005
gustafssonnd,wellinder2004
gustafssonnd,aberg2006
goodchild2017,aspinall2011
goodchild2017,baker2013
hadley2018,baker2013
iversennd,baker2013
sanmark2013,baker2013
goodchild2017,bronkramsey2009
hennius2018,bronkramsey2009
pollard2012,bronkramsey2009
tonning2020,bronkramsey2009
goodchild2017,brown2014
goodchild2017,hojdemodel2007
goodchild2017,dobat2009
goodchild2017,donat2000
goodchild2017,gaffney2003
goodchild2017,henning2002
wrcnd,henning2002
stott2019,henning2002
goodchild2017,herold2012
goodchild2017,jacobsson1999
NOAUTHOR28,jacobsson1999
goodchild2017,jensen1988
holst2013,jensen1988
NOAUTHOR28,jensen1988
goodchild2017,olesen2000
NOAUTHOR28,olesen2000
goodchild2017,olsen1999
goodchild2017,rindel2002
goodchild2017,roesdahl2002
lemm2014,roesdahl2002
wrcnd,roesdahl2002
goodchild2017,svanberg1999
lund2016,svanberg1999
wrcnd,svanberg1999
NOAUTHOR28,svanberg1999
goodchild2017,ulriksen1993
jessen2016,ulriksen1993
hadley2018,abramson2016
hadley2016,abramson2016
richards2018,abramson2016
hadley2018,ager2014
hadley2018,archibald2007
williams2015,archibald2007
hadley2018,baker2011
hadley2018,blackburn1998
hadley2018,blair2013
hadley2018,booth1983
richards2018,booth1983
hadley2018,brookes2013
hadley2018,brooks2000
kershaw2017,brooks2000
hadley2018,cameron1998
hadley2018,cameron2010
hadley2018,daubney2016
hadley2018,dobat2017
raffield2019,dobat2017
hadley2018,edwards1991
hadley2016,edwards1991
hadley2018,everson2007
hadley2016,everson2007
NOAUTHOR33,everson2007
hadley2018,haldenby2016
richards2018,haldenby2016
hadley2018,jarman2018
lund2021,jarman2018
richards2018,jarman2018
hadley2018,johnson2002
hadley2018,langdon1993
hadley2018,leonard2015
hadley2018,loveluck1996
hadley2018,macgregor2009
hadley2018,mcleod2006
hadley2016,mcleod2006
raffield2019,mcleod2006
hadley2018,metcalf1960
hadley2018,pagan1986
jarman2018,pagan1986
hadley2018,richards1999
hadley2016,richards1999
linderholm2008,richards1999
richards2018,richards1999
richards2012,richards1999
hadley2018,richards2004
hadley2016,richards2004
harrison2015,richards2004
jarman2018,richards2004
montgomery2014,richards2004
raffield2014,richards2004
pollard2012,richards2004
pluskowskind,richards2004
raffield2016,richards2004
raffield2019,richards2004
sindbaek2016,richards2004
hadley2018,richards2013
richards2018,richards2013
hadley2018,richards2016
richards2018,richards2016
hadley2018,rogers1993
richards2018,rogers1993
rogers2020,rogers1993
hadley2018,steedman1994
hadley2018,stevenson1904
heenpettersen2019,bakka1983
hennius2018,aguilar1986
hennius2018,bill2007
hennius2018,caldwell2014
hennius2018,carwardine1995
hennius2018,clark1947
hennius2018,dahl2003
hennius2018,espinoza1992
hennius2018,gardiner1997
hennius2018,haahrkristiansen1997
hennius2018,hallen1994
hennius2018,henriksen2009
holst2014,henriksen2009
NOAUTHOR28,henriksen2009
NOAUTHOR36,henriksen2009
hennius2018,holm2012
lindholm2016,holm2012
thend,holm2012
hennius2018,isaksen2012
heenpettersen2018,isaksen2012
hennius2018,karlsson2016
hennius2018,kjermichaelsen1992
hennius2018,kristensen2007
NOAUTHOR32,kristensen2007
hennius2018,laist2017
hennius2018,lowenstein1993
hennius2018,lundkoksvik2010
hennius2018,lundkoksvik2013
hennius2018,lundqvist1986
hennius2018,mclees1990
hennius2018,mulville2002
hennius2018,nasman1990
NOAUTHOR28,nasman1990
sindbaek2011,nasman1990
hennius2018,nelson1969
hennius2018,nilsen2014
hennius2018,nordahl2001
ljungkvist2015,nordahl2001
NOAUTHOR16,nordahl2001
poulsen2011,nordahl2001
price2006,nordahl2001
hennius2018,petersen1914
hennius2018,riddler2014
hennius2018,sandberg1983
hennius2018,seiler2001
hennius2018,sjovold1966
hennius2018,skomsvoll2012
hennius2018,solberg2007
hennius2018,stauch1994
hennius2018,stylegar2005
forest2011,stylegar2005
lund2019,stylegar2005
nielsen2011,stylegar2005
price2010,stylegar2005
NOAUTHOR25,stylegar2005
hennius2018,svanberg2008
hennius2018,szabo2008
hennius2018,teixeira2014
hennius2018,wickler2012
lund2021,graslundnd
graslundnd,arne1934
roslund2017,arne1934
graslundnd,arwidsson1977
kalmring2018,arwidsson1977
mannering2013,arwidsson1977
ljungkvist2018,arwidsson1977
oehrl2017,arwidsson1977
price2019,arwidsson1977
raffield2019,arwidsson1977
graslundnd,fischervictor2008
graslundnd,graslund2008a
graslundnd,lindqvist1934
graslundnd,lloydsmith2002
graslundnd,madsen1996
graslundnd,schulzedorrlamm2010
graslundnd,schonback1957
graslundnd,schonback2002
graslundnd,hansen2008
NOAUTHOR28,hansen2008
rohdesloth2012,hansen2008
hadley2016,blackburn2000
williams2017,blackburn2000
hadley2016,sawyer1962
jarman2018,sawyer1962
pricend,sawyer1962
sindbaeknd,sawyer1962
sindbaek2011,sawyer1962
hadley2016,gould1903
hadley2016,biddle1992
harrison2015,biddle1992
jarman2018,biddle1992
montgomery2014,biddle1992
odeback2018,biddle1992
raffield2014,biddle1992
price2010,biddle1992
osullivan2015,biddle1992
NOAUTHOR22,biddle1992
richards2018,biddle1992
raffield2019,biddle1992
hadley2016,sawyer1998
ijssennagger2015,sawyer1998
gareth2019,sawyer1998
perry2016,sawyer1998
hadley2016,ulmschneider2000
hadley2016,blackburn2011
kershaw2017,blackburn2011
perry2016,blackburn2011
rogers2020,blackburn2011
williams2015,blackburn2011
hadley2016,blackburn1994
hadley2016,blackburn2001
kershaw2017,blackburn2001
frei2015,blackburn2001
hadley2016,blackburn2007
kershaw2017,blackburn2007
NOAUTHOR24,blackburn2007
sindbaek2017,blackburn2007
williams2017,blackburn2007
hadley2016,williams2007
kershaw2017,williams2007
lund2016,williams2007
sheehannd,williams2007
sindbaek2011,williams2007
hadley2016,stein2015
richards2018,stein2015
hadley2016,stocker2000
perry2016,stocker2000
hadley2016,foster1924
hadley2016,oswald1937
hadley2016,pelteret1980
hadley2016,pettersson2009
hadley2016,pirie1997
hadley2016,richards2009
hadley2018,richards2009
richards2018,richards2009
rogers2020,richards2009
rasmussen2014,richards2009
richards2012,richards2009
hadley2016,riley1995
hadley2016,rowe2008
perry2016,rowe2008
hadley2016,rowlandson2005
hadley2016,russell2014
raffield2016,russell2014
hadley2016,sheehan2014
hadley2016,stafford1980
hadley2016,stein2012
hadley2016,stein2013
oehrl2019,stein2013
hadley2016,stein2000
NOAUTHOR36,stein2000
hadley2016,thomas2000
hilberg2014,thomas2000
kershaw2009,thomas2000
mcleod2011,thomas2000
perry2016,thomas2000
rogers2020,thomas2000
sindbaek2016,thomas2000
hadley2016,whitwell1992
hadley2016,williams2002
sanmark2013,williams2002
skre2017,williams2002
vesteinsson2016,williams2002
hadley2016,hurley2014
lund2021,hartman2017
hartman2017,abulughod1981
hartman2017,adger2009
jackson2018,adger2009
hartman2017,alexandre1976
hartman2017,alexandre1987
hartman2017,ahdr2004
hartman2017,ahdr2015
hartman2017,arendt1958
hartman2017,arnalds1992
hartman2017,arneborg2008
jackson2018,arneborg2008
hartman2017,batt2015
schmid2017,batt2015
hartman2017,bell1978
hartman2017,bergthorsson1967
hartman2017,bergthorsson1969
hartman2017,blondal1999
hartman2017,bradley1992
hartman2017,bradley2016
hartman2017,brazdil1995
hartman2017,brazdil2005
hartman2017,boulhosa2012
hartman2017,campbell2016
hartman2017,camenisch2016
hartman2017,casely2007
hartman2017,crumley2007
hartman2017,demaree2001
hartman2017,diaz2011
hartman2017,dickson1988
hartman2017,dugmore2005
keller2016,dugmore2005
jackson2018,dugmore2005
vesteinsson2012,dugmore2005
frei2015,dugmore2005
hartman2017,dugmore2013
jackson2018,dugmore2013
hartman2017,dugmore2014
vesteinssonnd,dugmore2014
hartman2017,einarsson1994
lucas2007,einarsson1994
milek2012,einarsson1994
hartman2017,garciaherrera2008
hartman2017,gragas2001
hartman2017,gudmundsson1997
hartman2017,gudmundsson2008
hartman2017,hambrecht2015
hartman2017,harrison2013
raffield2016,harrison2013
hartman2017,hartman2015
hartman2017,hartman2016
hartman2017,halldorsson1978
hartman2017,hayeursmith2013
jackson2018,hayeursmith2013
hartman2017,henriksen1995
hennius2018,henriksen1995
hartman2017,hoffmann2014
star2017,hoffmann2014
hartman2017,holtsmark1956
hartman2017,hreinsson1997
lundborgnd,hreinsson1997
zoega2017,hreinsson1997
frei2015,hreinsson1997
hartman2017,ingimundarson1995
hartman2017,ingimundarson2010
hartman2017,ingimundarson1998
hartman2017,ingram1978
hartman2017,ingram1981
hartman2017,johannesson1956
sanmark2013,johannesson1956
hartman2017,johannesson1974
milek2012,johannesson1974
hartman2017,johannesson1928
hartman2017,jones2008
nielsen2011,jones2008
hartman2017,jones2004
sutherland2009,jones2004
hartman2017,jones2001
helama2017,jones2001
pricendb,jones2001
hartman2017,jonsbok2004
hartman2017,kristjansson1980
hartman2017,kirkbride2008
hartman2017,lamb1965
helama2017,lamb1965
hartman2017,larsen1917
hartman2017,royladurie1972
hartman2017,ludlow2010
hartman2017,luterbacher2016
hartman2017,martinvide1995
hartman2017,mauelshagen2014
hartman2017,mcgovern2013
henriksen2017,mcgovern2013
hartman2017,mcgovern2014
jackson2018,mcgovern2014
frei2015,mcgovern2014
hartman2017,mcturk2004
raffield2016,mcturk2004
raffield2018,mcturk2004
raffield2019,mcturk2004
hartman2017,miles2014
hartman2017,ogilvie1982
hartman2017,ogilvie1984
hartman2017,ogilvie1986
hartman2017,ogilvie1991
hartman2017,ogilvie1992
keller2016,ogilvie1992
hartman2017,ogilvie1998
keller2016,ogilvie1998
hartman2017,ogilvie2001
keller2016,ogilvie2001
sutherland2009,ogilvie2001
hartman2017,ogilvie2005
hartman2017,ogilvie2008
hartman2017,ogilvie1997
hartman2017,pfister1992
hartman2017,pfister1998
hartman2017,pfister1999
hartman2017,pfister2017
hartman2017,pribyl2012
hartman2017,serreze2015
hartman2017,sigurdsson2004
svendsen2016,sigurdsson2004
hartman2017,smiarowski2014
frei2015,smiarowski2014
hartman2017,smiarowski2017
jackson2018,smiarowski2017
hartman2017,stern2000
hartman2017,stine1994
hartman2017,stormnd
loftsgarden2019,stormnd
hartman2017,stora2005
hartman2017,streeter2012
vesteinssonnd,streeter2012
hartman2017,streeter2014
schmid2017,streeter2014
vesteinssonnd,streeter2014
hartman2017,mcgrew1970
hartman2017,teitsson1975
hartman2017,thorarinsson1956
schmid2017,thorarinsson1956
hartman2017,thorarinsson1958
vesteinssonnd,thorarinsson1958
hartman2017,thorarinsson1967
schmid2017,thorarinsson1967
hartman2017,thordarson1993
hartman2017,thordarson2007
hartman2017,thorlaksson1991
vesteinssonnd,thorlaksson1991
hartman2017,thoroddsen1914
hartman2017,thoroddsen1919
hartman2017,thorsteinsson1989
hartman2017,vanengelen2001
hartman2017,vasey2001
hartman2017,vesteinsson2005
hartman2017,vilmundarson1972
hartman2017,waters2016
hartman2017,wheeler2006
hartman2017,young2015
gustin2017,arne1911
gustin2017,arbman1955
warmlander2015,arbman1955
gustin2017,callmer2000
roslund2015,callmer2000
NOAUTHOR24,callmer2000
roslund2017,callmer2000
gustin2017,naum2008d
ingvardson2012,naum2008d
price2012,naum2008d
gustin2017,bhabha2004a
kristjansdottir2015,bhabha2004a
hilberg2013,alper2003
hilberg2013,arbman1939
hillerdal2010,arbman1939
linderholm2008,arbman1939
kalmring2017,arbman1939
kalmring2018,arbman1939
kalmring2012,arbman1939
price2018,arbman1939
price2019,arbman1939
hilberg2013,asmus2012
hilberg2013,bagge2009
hilberg2013,bartels2008
hilberg2013,bartlett1996
hilberg2013,baumgartner2013
hilberg2013,birkebaek1992
hilberg2013,bolton2009
hilberg2013,bompaire1997
hilberg2013,brather2010
hilberg2013,brather2012
jagodzinski2014,brather2012
hilberg2018,brather2012
hilberg2013,callmer1994
hilberg2018,callmer1994
jagodzinski2014,callmer1994
hillerdal2010,callmer1994
kalmring2013,callmer1994
price2010,callmer1994
NOAUTHOR24,callmer1994
raninen2014,callmer1994
NOAUTHOR25,callmer1994
sindbaek2007,callmer1994
